"","YYYY.MM.DD.DOY.","planting_date","harvest_date","yield","used_biomass","irrigation_demand","precipitation","county","crop","lat","long"
"227","2008-08-25(238)",2008130,2008238,12924.77734,0,452.130005,50.424999,"WallaWalla","corn","46.28125N","118.65625W"
"228","2009-08-20(232)",2009130,2009232,12633.14746,0,428.509705,37.849998,"WallaWalla","corn","46.28125N","118.65625W"
"229","2010-09-02(245)",2010130,2010245,12414.77148,0,433.258545,90.175003,"WallaWalla","corn","46.28125N","118.65625W"
"230","2011-09-10(253)",2011130,2011253,13461.63184,0,454.989899,76.799995,"WallaWalla","corn","46.28125N","118.65625W"
"231","2012-08-28(241)",2012130,2012241,12174.80762,0,371.709076,88.224998,"WallaWalla","corn","46.28125N","118.65625W"
"232","2013-08-21(233)",2013130,2013233,11805.74609,0,411.858521,61.549999,"WallaWalla","corn","46.28125N","118.65625W"
"233","2014-08-15(227)",2014130,2014227,11907.67285,0,415.913177,32.900002,"WallaWalla","corn","46.28125N","118.65625W"
"234","2015-08-08(220)",2015130,2015220,10773.60742,0,411.378693,37.875,"WallaWalla","corn","46.28125N","118.65625W"
"235","2016-08-29(242)",2016130,2016242,13316.7207,0,432.306976,56.274998,"WallaWalla","corn","46.28125N","118.65625W"
"236","2017-08-29(241)",2017130,2017241,12067.32227,0,455.766205,18.85,"WallaWalla","corn","46.28125N","118.65625W"
"237","2018-08-30(242)",2018130,2018242,13542.71875,0,485.521301,3.575,"WallaWalla","corn","46.28125N","118.65625W"
"238","2019-08-27(239)",2019130,2019239,13604.5957,0,468.769379,33.950001,"WallaWalla","corn","46.28125N","118.65625W"
"239","1981-07-05(186)",1980258,1981186,9379.30957,0,340,438.5,"WallaWalla","wheat","46.03125N","118.21875W"
"240","1982-07-14(195)",1981258,1982195,8867.324219,0,440,434.125,"WallaWalla","wheat","46.03125N","118.21875W"
"241","1983-07-09(190)",1982258,1983190,9183.512695,0,378.581787,477.774994,"WallaWalla","wheat","46.03125N","118.21875W"
"242","1984-07-16(198)",1983258,1984198,9386.459961,0,359.324097,480.149994,"WallaWalla","wheat","46.03125N","118.21875W"
"243","1985-07-21(202)",1984258,1985202,8000.95752,0,520,322.875,"WallaWalla","wheat","46.03125N","118.21875W"
"244","1986-07-21(202)",1985258,1986202,8052.625488,0,480,395.524994,"WallaWalla","wheat","46.03125N","118.21875W"
"245","1987-07-07(188)",1986258,1987188,7985.886719,0,460,347.375,"WallaWalla","wheat","46.03125N","118.21875W"
"246","1988-07-05(187)",1987258,1988187,9009.512695,0,397.333954,304.25,"WallaWalla","wheat","46.03125N","118.21875W"
"247","1989-07-22(203)",1988258,1989203,8441.114258,0,440,395.399994,"WallaWalla","wheat","46.03125N","118.21875W"
"248","1990-07-08(189)",1989258,1990189,8869.250977,0,397.73349,318.150024,"WallaWalla","wheat","46.03125N","118.21875W"
"249","1991-07-12(193)",1990258,1991193,9671.610352,0,380,419.225006,"WallaWalla","wheat","46.03125N","118.21875W"
"250","1992-06-24(176)",1991258,1992176,8102.092773,0,420,292.774994,"WallaWalla","wheat","46.03125N","118.21875W"
"251","1993-07-28(209)",1992258,1993209,8721.884766,0,359.246338,463.299988,"WallaWalla","wheat","46.03125N","118.21875W"
"252","1994-07-14(195)",1993258,1994195,8152.139648,0,460,270.975006,"WallaWalla","wheat","46.03125N","118.21875W"
"253","1995-07-04(185)",1994258,1995185,8968.960938,0,318.035614,502.075012,"WallaWalla","wheat","46.03125N","118.21875W"
"254","1996-07-13(195)",1995258,1996195,9065.310547,0,359.76358,514.625,"WallaWalla","wheat","46.03125N","118.21875W"
"255","1997-07-21(202)",1996258,1997202,8259.883789,0,419.266815,524.174988,"WallaWalla","wheat","46.03125N","118.21875W"
"256","1998-07-07(188)",1997258,1998188,8874.030273,0,360,351.375,"WallaWalla","wheat","46.03125N","118.21875W"
"257","1999-07-07(188)",1998258,1999188,9479.591797,0,437.165955,322.399994,"WallaWalla","wheat","46.03125N","118.21875W"
"258","2000-07-06(188)",1999258,2000188,9274.950195,0,395.923859,429.424988,"WallaWalla","wheat","46.03125N","118.21875W"
"259","2001-07-22(203)",2000258,2001203,8519.750977,0,459.725983,341.075012,"WallaWalla","wheat","46.03125N","118.21875W"
"260","2002-07-08(189)",2001258,2002189,9235.186523,0,420,346.375,"WallaWalla","wheat","46.03125N","118.21875W"
"261","2003-07-06(187)",2002258,2003187,9037.977539,0,397.189453,380.5,"WallaWalla","wheat","46.03125N","118.21875W"
"262","2004-07-10(192)",2003258,2004192,9081.859375,0,418.417206,412.925018,"WallaWalla","wheat","46.03125N","118.21875W"
"263","2005-07-11(192)",2004258,2005192,8970.077148,0,417.424927,281.850006,"WallaWalla","wheat","46.03125N","118.21875W"
"264","2006-07-10(191)",2005258,2006191,9027.793945,0,374.410522,447.924988,"WallaWalla","wheat","46.03125N","118.21875W"
"265","2007-07-20(201)",2006258,2007201,8252.413086,0,518.367859,370.050018,"WallaWalla","wheat","46.03125N","118.21875W"
"266","2008-07-19(201)",2007258,2008201,9064.884766,0,480,335.475006,"WallaWalla","wheat","46.03125N","118.21875W"
"267","2009-07-14(195)",2008258,2009195,8971.533203,0,440,407.974976,"WallaWalla","wheat","46.03125N","118.21875W"
"268","2010-07-16(197)",2009258,2010197,9772.943359,0,417.521027,361.550018,"WallaWalla","wheat","46.03125N","118.21875W"
"269","2011-07-22(203)",2010258,2011203,9853.663086,0,359.967987,538.450012,"WallaWalla","wheat","46.03125N","118.21875W"
"270","2012-07-15(197)",2011258,2012197,9409.611328,0,340,466.075012,"WallaWalla","wheat","46.03125N","118.21875W"
"271","2013-07-05(186)",2012258,2013186,9163.912109,0,380,382.474976,"WallaWalla","wheat","46.03125N","118.21875W"
"272","2014-07-11(192)",2013258,2014192,9081.696289,0,480,357.075012,"WallaWalla","wheat","46.03125N","118.21875W"
"273","2015-06-14(165)",2014258,2015165,8555.816406,0,379.084137,337.450012,"WallaWalla","wheat","46.03125N","118.21875W"
"274","2016-06-19(171)",2015258,2016171,8308.466797,0,378.040009,349.325012,"WallaWalla","wheat","46.03125N","118.21875W"
"275","2017-07-12(193)",2016258,2017193,9174.725586,0,400,474,"WallaWalla","wheat","46.03125N","118.21875W"
"276","2018-07-13(194)",2017258,2018194,8546.616211,0,480,363.449982,"WallaWalla","wheat","46.03125N","118.21875W"
"277","2019-07-15(196)",2018258,2019196,8874.481445,0,457.201996,424.300018,"WallaWalla","wheat","46.03125N","118.21875W"
"278","1981-07-05(186)",1980258,1981186,9165.03125,0,208,438.5,"WallaWalla","wheat","46.03125N","118.40625W"
"279","1982-07-14(195)",1981258,1982195,8260.193359,0,312,434.125,"WallaWalla","wheat","46.03125N","118.40625W"
"280","1983-07-08(189)",1982258,1983189,8502.444336,0,272,476.524994,"WallaWalla","wheat","46.03125N","118.40625W"
"281","1984-07-15(197)",1983258,1984197,8576.367188,0,232,480.149994,"WallaWalla","wheat","46.03125N","118.40625W"
"282","1985-07-21(202)",1984258,1985202,5828.801758,0,296,322.875,"WallaWalla","wheat","46.03125N","118.40625W"
"283","1986-07-21(202)",1985258,1986202,6842.979004,0,328,395.524994,"WallaWalla","wheat","46.03125N","118.40625W"
"284","1987-07-07(188)",1986258,1987188,6568.633301,0,304,347.375,"WallaWalla","wheat","46.03125N","118.40625W"
"285","1988-07-05(187)",1987258,1988187,7828.093262,0,336,304.25,"WallaWalla","wheat","46.03125N","118.40625W"
"286","1989-07-22(203)",1988258,1989203,7088.428223,0,288,395.399994,"WallaWalla","wheat","46.03125N","118.40625W"
"287","1990-07-07(188)",1989258,1990188,7947.978516,0,384,318.150024,"WallaWalla","wheat","46.03125N","118.40625W"
"288","1991-07-11(192)",1990258,1991192,9234.928711,0,344,416.824982,"WallaWalla","wheat","46.03125N","118.40625W"
"289","1992-06-23(175)",1991258,1992175,6642.043945,0,304,292.774994,"WallaWalla","wheat","46.03125N","118.40625W"
"290","1993-07-27(208)",1992258,1993208,8061.477539,0,256,463.299988,"WallaWalla","wheat","46.03125N","118.40625W"
"291","1994-07-14(195)",1993258,1994195,6494.870605,0,296,270.975006,"WallaWalla","wheat","46.03125N","118.40625W"
"292","1995-07-04(185)",1994258,1995185,8644.523438,0,208,502.075012,"WallaWalla","wheat","46.03125N","118.40625W"
"293","1996-07-13(195)",1995258,1996195,8877.927734,0,264,514.625,"WallaWalla","wheat","46.03125N","118.40625W"
"294","1997-07-21(202)",1996258,1997202,7877.9375,0,312,524.174988,"WallaWalla","wheat","46.03125N","118.40625W"
"295","1998-07-07(188)",1997258,1998188,8339.355469,0,296,351.375,"WallaWalla","wheat","46.03125N","118.40625W"
"296","1999-07-07(188)",1998258,1999188,8235.983398,0,360,322.399994,"WallaWalla","wheat","46.03125N","118.40625W"
"297","2000-07-05(187)",1999258,2000187,8457.838867,0,304,425.5,"WallaWalla","wheat","46.03125N","118.40625W"
"298","2001-07-21(202)",2000258,2001202,6741.062012,0,352,341.075012,"WallaWalla","wheat","46.03125N","118.40625W"
"299","2002-07-08(189)",2001258,2002189,8104.137695,0,368,346.375,"WallaWalla","wheat","46.03125N","118.40625W"
"300","2003-07-06(187)",2002258,2003187,7909.665527,0,280,380.5,"WallaWalla","wheat","46.03125N","118.40625W"
"301","2004-07-09(191)",2003258,2004191,8453.396484,0,248,412.925018,"WallaWalla","wheat","46.03125N","118.40625W"
"302","2005-07-11(192)",2004258,2005192,7785.301758,0,368,281.850006,"WallaWalla","wheat","46.03125N","118.40625W"
"303","2006-07-10(191)",2005258,2006191,8052.45459,0,296,447.924988,"WallaWalla","wheat","46.03125N","118.40625W"
"304","2007-07-19(200)",2006258,2007200,5610.243652,0,336,362.899994,"WallaWalla","wheat","46.03125N","118.40625W"
"305","2008-07-19(201)",2007258,2008201,7038.73584,0,336,335.475006,"WallaWalla","wheat","46.03125N","118.40625W"
"306","2009-07-13(194)",2008258,2009194,7388.697754,0,288,406.874969,"WallaWalla","wheat","46.03125N","118.40625W"
"307","2010-07-16(197)",2009258,2010197,8862.543945,0,328,361.550018,"WallaWalla","wheat","46.03125N","118.40625W"
"308","2011-07-21(202)",2010258,2011202,9145.895508,0,288,538.450012,"WallaWalla","wheat","46.03125N","118.40625W"
"309","2012-07-15(197)",2011258,2012197,8727.661133,0,280,466.075012,"WallaWalla","wheat","46.03125N","118.40625W"
"310","2013-07-05(186)",2012258,2013186,7823.843262,0,280,382.474976,"WallaWalla","wheat","46.03125N","118.40625W"
"311","2014-07-10(191)",2013258,2014191,7162.645996,0,368,357.075012,"WallaWalla","wheat","46.03125N","118.40625W"
"312","2015-06-14(165)",2014258,2015165,8049.916992,0,320,337.450012,"WallaWalla","wheat","46.03125N","118.40625W"
"313","2016-06-19(171)",2015258,2016171,7417.890625,0,352,349.325012,"WallaWalla","wheat","46.03125N","118.40625W"
"314","2017-07-11(192)",2016258,2017192,8348.31543,0,272,474,"WallaWalla","wheat","46.03125N","118.40625W"
"315","2018-07-12(193)",2017258,2018193,6481.490723,0,336,363.449982,"WallaWalla","wheat","46.03125N","118.40625W"
"316","2019-07-15(196)",2018258,2019196,7589.078125,0,280,424.300018,"WallaWalla","wheat","46.03125N","118.40625W"
"317","1980-10-31(305)",1980130,1980305,15054.80176,13350.48633,480,80.125,"Yakima","corn","46.15625N","119.96875W"
"318","1981-11-01(305)",1981130,1981305,15260.26953,13532.69336,480,106.299995,"Yakima","corn","46.15625N","119.96875W"
"319","1982-11-01(305)",1982130,1982305,17966.4082,15932.47754,506.892029,132.800003,"Yakima","corn","46.15625N","119.96875W"
"320","1983-11-01(305)",1983130,1983305,19256.51758,17076.53711,536.901489,75.099998,"Yakima","corn","46.15625N","119.96875W"
"321","1984-10-31(305)",1984130,1984305,11778.81641,10445.36621,420,81.200005,"Yakima","corn","46.15625N","119.96875W"
"322","1985-11-01(305)",1985130,1985305,12064.41895,10698.63672,420,97.175003,"Yakima","corn","46.15625N","119.96875W"
"323","1986-11-01(305)",1986130,1986305,16077.85254,14257.71973,540,71.025002,"Yakima","corn","46.15625N","119.96875W"
"324","1987-11-01(305)",1987130,1987305,14413.89844,12782.1377,510,36.024998,"Yakima","corn","46.15625N","119.96875W"
"325","1988-10-31(305)",1988130,1988305,15717.42969,13938.10059,540,39.900002,"Yakima","corn","46.15625N","119.96875W"
"326","1989-11-01(305)",1989130,1989305,15054.81641,13350.49902,510,56.150002,"Yakima","corn","46.15625N","119.96875W"
"327","1990-11-01(305)",1990130,1990305,10895.2168,9661.796875,390,126.574997,"Yakima","corn","46.15625N","119.96875W"
"328","1991-11-01(305)",1991130,1991305,14986.62988,13290.03223,540,101.099998,"Yakima","corn","46.15625N","119.96875W"
"329","1992-10-31(305)",1992130,1992305,13656.98828,12110.91504,479.835358,84.574997,"Yakima","corn","46.15625N","119.96875W"
"330","1993-11-01(305)",1993130,1993305,19451.30859,17249.27539,568.541077,60.474998,"Yakima","corn","46.15625N","119.96875W"
"331","1994-11-01(305)",1994130,1994305,13077.7041,11597.20996,510,106.324997,"Yakima","corn","46.15625N","119.96875W"
"332","1995-11-01(305)",1995130,1995305,16680.18945,14791.86816,480,91.399994,"Yakima","corn","46.15625N","119.96875W"
"333","1996-10-31(305)",1996130,1996305,12535.89941,11116.74316,450,74.424995,"Yakima","corn","46.15625N","119.96875W"
"334","1997-11-01(305)",1997130,1997305,15230.77441,13506.53809,479.044891,116.599998,"Yakima","corn","46.15625N","119.96875W"
"335","1998-11-01(305)",1998130,1998305,12510.45898,11094.18262,448.518524,85.800003,"Yakima","corn","46.15625N","119.96875W"
"336","1999-11-01(305)",1999130,1999305,12360.48242,10961.18359,450,41.424999,"Yakima","corn","46.15625N","119.96875W"
"337","2000-10-31(305)",2000130,2000305,16609.83789,14729.48047,540,45.899998,"Yakima","corn","46.15625N","119.96875W"
"338","2001-11-01(305)",2001130,2001305,12891.36523,11431.9668,510,64.549995,"Yakima","corn","46.15625N","119.96875W"
"339","2002-11-01(305)",2002130,2002305,15589.22656,13824.40918,539.477051,46.674999,"Yakima","corn","46.15625N","119.96875W"
"340","2003-11-01(305)",2003130,2003305,11130.92383,9870.820312,450,37.724998,"Yakima","corn","46.15625N","119.96875W"
"341","2004-10-31(305)",2004130,2004305,14269.7666,12654.32324,449.93631,110.475006,"Yakima","corn","46.15625N","119.96875W"
"342","2005-11-01(305)",2005130,2005305,14341.76758,12718.17285,540,66.299995,"Yakima","corn","46.15625N","119.96875W"
"343","2006-11-01(305)",2006130,2006305,13705.20801,12153.67676,510,80.674995,"Yakima","corn","46.15625N","119.96875W"
"344","2007-11-01(305)",2007130,2007305,12533.63965,11114.73828,450,69.599998,"Yakima","corn","46.15625N","119.96875W"
"345","2008-10-31(305)",2008130,2008305,15030.48731,13328.92383,510,61.75,"Yakima","corn","46.15625N","119.96875W"
"346","2009-11-01(305)",2009130,2009305,13496.65918,11968.73633,510,72.724998,"Yakima","corn","46.15625N","119.96875W"
"347","2010-11-01(305)",2010130,2010305,12973.99121,11505.23926,420,153.449997,"Yakima","corn","46.15625N","119.96875W"
"348","2011-11-01(305)",2011130,2011305,16416.75977,14558.26074,510,108.599998,"Yakima","corn","46.15625N","119.96875W"
"349","2012-10-31(305)",2012130,2012305,14085.18555,12490.6377,479.971924,106.574997,"Yakima","corn","46.15625N","119.96875W"
"350","2013-11-01(305)",2013130,2013305,12667.7041,11233.625,448.79718,147.449997,"Yakima","corn","46.15625N","119.96875W"
"351","2014-11-01(305)",2014130,2014305,10647.13086,9441.796875,390,90.225006,"Yakima","corn","46.15625N","119.96875W"
"352","2015-11-01(305)",2015130,2015305,11179.66309,9914.041992,450,43.349998,"Yakima","corn","46.15625N","119.96875W"
"353","2016-10-31(305)",2016130,2016305,14029.15625,12440.95117,480,149.900009,"Yakima","corn","46.15625N","119.96875W"
"354","2017-11-01(305)",2017130,2017305,11495.81348,10194.40137,450,47.624996,"Yakima","corn","46.15625N","119.96875W"
"355","2018-11-01(305)",2018130,2018305,14688.00195,13025.20996,540,39.349998,"Yakima","corn","46.15625N","119.96875W"
"356","2019-11-01(305)",2019130,2019305,16028.35742,14213.8291,479.420166,90.075005,"Yakima","corn","46.15625N","119.96875W"
"357","1981-08-15(227)",1980258,1981227,9642.411133,0,560,341.800018,"Yakima","wheat","46.15625N","119.34375W"
"358","1982-08-23(235)",1981258,1982235,8881.208008,0,580,430.5,"Yakima","wheat","46.15625N","119.34375W"
"359","1983-08-15(227)",1982258,1983227,9566.423828,0,580,507.300018,"Yakima","wheat","46.15625N","119.34375W"
"360","1984-08-23(236)",1983258,1984236,8970.612305,0,560,383.975006,"Yakima","wheat","46.15625N","119.34375W"
"361","1985-08-23(235)",1984258,1985235,8212.790039,0,620,270.875,"Yakima","wheat","46.15625N","119.34375W"
"362","1986-08-20(232)",1985258,1986232,8437.958008,0,600,295.300018,"Yakima","wheat","46.15625N","119.34375W"
"363","1987-08-07(219)",1986258,1987219,8881.207031,0,560,299.774994,"Yakima","wheat","46.15625N","119.34375W"
"364","1988-08-09(222)",1987258,1988222,9678.974609,0,520,297.650024,"Yakima","wheat","46.15625N","119.34375W"
"365","1989-08-17(229)",1988258,1989229,9006.946289,0,580,293.375,"Yakima","wheat","46.15625N","119.34375W"
"366","1990-08-04(216)",1989258,1990216,8993.737305,0,520,250.025009,"Yakima","wheat","46.15625N","119.34375W"
"367","1991-08-11(223)",1990258,1991223,9668.048828,0,580,262.899994,"Yakima","wheat","46.15625N","119.34375W"
"368","1992-07-25(207)",1991258,1992207,9063.140625,0,560,287.875,"Yakima","wheat","46.15625N","119.34375W"
"369","1993-08-25(237)",1992258,1993237,9585.769531,0,560,336.774994,"Yakima","wheat","46.15625N","119.34375W"
"370","1994-08-10(222)",1993258,1994222,8283.287109,0,560,201.900009,"Yakima","wheat","46.15625N","119.34375W"
"371","1995-08-05(217)",1994258,1995217,9801.993164,0,500,477.924988,"Yakima","wheat","46.15625N","119.34375W"
"372","1996-08-11(224)",1995258,1996224,9753.869141,0,540,432.100006,"Yakima","wheat","46.15625N","119.34375W"
"373","1997-08-20(232)",1996258,1997232,8657.152344,0,560,451.149994,"Yakima","wheat","46.15625N","119.34375W"
"374","1998-08-10(222)",1997258,1998222,8590.212891,0,500,358.625,"Yakima","wheat","46.15625N","119.34375W"
"375","1999-08-16(228)",1998258,1999228,9919.487305,0,600,355.149994,"Yakima","wheat","46.15625N","119.34375W"
"376","2000-08-05(218)",1999258,2000218,9829.15918,0,580,301.324982,"Yakima","wheat","46.15625N","119.34375W"
"377","2001-08-16(228)",2000258,2001228,8793.276367,0,620,183.599991,"Yakima","wheat","46.15625N","119.34375W"
"378","2002-08-12(224)",2001258,2002224,9124.230469,0,580,315.975006,"Yakima","wheat","46.15625N","119.34375W"
"379","2003-08-02(214)",2002258,2003214,9222.475586,0,560,333.024994,"Yakima","wheat","46.15625N","119.34375W"
"380","2004-08-03(216)",2003258,2004216,9560.928711,0,540,303.649994,"Yakima","wheat","46.15625N","119.34375W"
"381","2005-08-11(223)",2004258,2005223,8093.595703,0,540,221.575012,"Yakima","wheat","46.15625N","119.34375W"
"382","2006-08-13(225)",2005258,2006225,8569.21582,0,540,478.475006,"Yakima","wheat","46.15625N","119.34375W"
"383","2007-08-16(228)",2006258,2007228,8806.671875,0,600,324.899994,"Yakima","wheat","46.15625N","119.34375W"
"384","2008-08-23(236)",2007258,2008236,8729.162109,0,580,331.925018,"Yakima","wheat","46.15625N","119.34375W"
"385","2009-08-10(222)",2008258,2009222,9131.75,0,540,329.375,"Yakima","wheat","46.15625N","119.34375W"
"386","2010-08-15(227)",2009258,2010227,9829.661133,0,520,367.325012,"Yakima","wheat","46.15625N","119.34375W"
"387","2011-08-28(240)",2010258,2011240,10166.76074,0,540,433.200012,"Yakima","wheat","46.15625N","119.34375W"
"388","2012-08-18(231)",2011258,2012231,9210.589844,0,560,336.875,"Yakima","wheat","46.15625N","119.34375W"
"389","2013-08-01(213)",2012258,2013213,9417.492188,0,520,344.100006,"Yakima","wheat","46.15625N","119.34375W"
"390","2014-08-06(218)",2013258,2014218,8603.019531,0,580,299.024994,"Yakima","wheat","46.15625N","119.34375W"
"391","2015-07-20(201)",2014258,2015201,8786.166016,0,540,319.225006,"Yakima","wheat","46.15625N","119.34375W"
"392","2016-07-30(212)",2015258,2016212,9805.155273,0,580,393.125,"Yakima","wheat","46.15625N","119.34375W"
"393","2017-08-07(219)",2016258,2017219,8996.376953,0,560,460.025024,"Yakima","wheat","46.15625N","119.34375W"
"394","2018-08-08(220)",2017258,2018220,8496.535156,0,580,282.375,"Yakima","wheat","46.15625N","119.34375W"
"395","2019-08-14(226)",2018258,2019226,8703.485352,0,560,352.674988,"Yakima","wheat","46.15625N","119.34375W"
"396","1981-07-14(195)",1980258,1981195,10114.12988,0,540,168.950012,"Yakima","wheat","46.21875N","119.34375W"
"397","1982-07-28(209)",1981258,1982209,8744.84082,0,580,228.699997,"Yakima","wheat","46.21875N","119.34375W"
"398","1983-07-21(202)",1982258,1983202,9385.338867,0,560,319.225006,"Yakima","wheat","46.21875N","119.34375W"
"399","1984-07-27(209)",1983258,1984209,9338.991211,0,540,250.425018,"Yakima","wheat","46.21875N","119.34375W"
"400","1985-07-29(210)",1984258,1985210,6403.857422,0,560,144.300003,"Yakima","wheat","46.21875N","119.34375W"
"401","1986-07-28(209)",1985258,1986209,7807.941895,0,580,183.400009,"Yakima","wheat","46.21875N","119.34375W"
"402","1987-07-17(198)",1986258,1987198,7429.947266,0,560,166.5,"Yakima","wheat","46.21875N","119.34375W"
"403","1988-07-13(195)",1987258,1988195,9202.144531,0,560,160.925003,"Yakima","wheat","46.21875N","119.34375W"
"404","1989-07-27(208)",1988258,1989208,7647.078613,0,560,166.300003,"Yakima","wheat","46.21875N","119.34375W"
"405","1990-07-13(194)",1989258,1990194,8837.394531,0,580,136.549988,"Yakima","wheat","46.21875N","119.34375W"
"406","1991-07-18(199)",1990258,1991199,9775.22168,0,620,161.100006,"Yakima","wheat","46.21875N","119.34375W"
"407","1992-06-27(179)",1991258,1992179,7663.435547,0,540,164.474991,"Yakima","wheat","46.21875N","119.34375W"
"408","1993-08-04(216)",1992258,1993216,8593.367188,0,580,207.825012,"Yakima","wheat","46.21875N","119.34375W"
"409","1994-07-23(204)",1993258,1994204,7381.865234,0,580,125.400009,"Yakima","wheat","46.21875N","119.34375W"
"410","1995-07-13(194)",1994258,1995194,9078.742188,0,480,299.075012,"Yakima","wheat","46.21875N","119.34375W"
"411","1996-07-24(206)",1995258,1996206,9318.040039,0,540,242.575012,"Yakima","wheat","46.21875N","119.34375W"
"412","1997-08-02(214)",1996258,1997214,8372.756836,0,540,283.075012,"Yakima","wheat","46.21875N","119.34375W"
"413","1998-07-14(195)",1997258,1998195,9008.208984,0,520,219.175003,"Yakima","wheat","46.21875N","119.34375W"
"414","1999-07-19(200)",1998258,1999200,9182.248047,0,640,153.950012,"Yakima","wheat","46.21875N","119.34375W"
"415","2000-07-13(195)",1999258,2000195,8874.47168,0,580,167.099991,"Yakima","wheat","46.21875N","119.34375W"
"416","2001-07-25(206)",2000258,2001206,7524.19873,0,600,133.599991,"Yakima","wheat","46.21875N","119.34375W"
"417","2002-07-17(198)",2001258,2002198,8901.876953,0,560,183.25,"Yakima","wheat","46.21875N","119.34375W"
"418","2003-07-14(195)",2002258,2003195,8785.373047,0,520,203.949997,"Yakima","wheat","46.21875N","119.34375W"
"419","2004-07-16(198)",2003258,2004198,8867.296875,0,520,190.449997,"Yakima","wheat","46.21875N","119.34375W"
"420","2005-07-18(199)",2004258,2005199,8751.025391,0,580,134.825012,"Yakima","wheat","46.21875N","119.34375W"
"421","2006-07-21(202)",2005258,2006202,8667.308594,0,500,286.875,"Yakima","wheat","46.21875N","119.34375W"
"422","2007-07-28(209)",2006258,2007209,7171.170898,0,580,182.400009,"Yakima","wheat","46.21875N","119.34375W"
"423","2008-07-30(212)",2007258,2008212,7501.860352,0,580,169.274994,"Yakima","wheat","46.21875N","119.34375W"
"424","2009-07-20(201)",2008258,2009201,8101.087402,0,560,174.675003,"Yakima","wheat","46.21875N","119.34375W"
"425","2010-07-26(207)",2009258,2010207,9391.088867,0,540,213.125,"Yakima","wheat","46.21875N","119.34375W"
"426","2011-08-01(213)",2010258,2011213,10453.29883,0,600,247.824997,"Yakima","wheat","46.21875N","119.34375W"
"427","2012-07-23(205)",2011258,2012205,9194.168945,0,560,192.774994,"Yakima","wheat","46.21875N","119.34375W"
"428","2013-07-10(191)",2012258,2013191,8785.373047,0,540,220.225006,"Yakima","wheat","46.21875N","119.34375W"
"429","2014-07-20(201)",2013258,2014201,8446.935547,0,640,138.349991,"Yakima","wheat","46.21875N","119.34375W"
"430","2015-07-01(182)",2014258,2015182,7944.812012,0,580,174.25,"Yakima","wheat","46.21875N","119.34375W"
"431","2016-07-16(198)",2015258,2016198,9094.995117,0,560,231.274994,"Yakima","wheat","46.21875N","119.34375W"
"432","2017-07-24(205)",2016258,2017205,8705.839844,0,500,305.75,"Yakima","wheat","46.21875N","119.34375W"
"433","2018-07-24(205)",2017258,2018205,7546.969727,0,620,160.925003,"Yakima","wheat","46.21875N","119.34375W"
"434","2019-07-30(211)",2018258,2019211,7462.73291,0,580,192.849991,"Yakima","wheat","46.21875N","119.34375W"
